,Unnamed: 0,experiment_name,proc,arch,count,python_version,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time,valid_perf_selected,test_perf_selected
0,0,Exp_kaggle_mateuszbuda_14,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,X86_64,32,3.7.4.final.0 (64 bit),cuda,unet_xlarge,192.66 GMac,124.12 M,20,4,adam,35.18586429124026,450.3526397228241,0.1425228158632914,603.1224331140518,80.14010456671198,72.67177504362519
