,experiment_name,proc,arch,count,python_version,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time
0,Exp_pytorch_kaggle,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,X86_64,8,3.7.9.final.0 (64 bit),cpu,unet,13.74 GMac,7.76 M,1,4,adam,38.27439248561859,2.276911270618439,0.5409997542699178,3.768047591050466
