,epoch,compute_time,train_loss,valid_loss
0,0.0,0.8978338917096456,0.4840237557888031,0.36586306311867456
1,1.0,0.8942627072334289,0.2765897214412689,0.2550611821087924
2,2.0,0.8805252909660339,0.25027204751968385,0.25217300111597235
3,3.0,0.8755401372909546,0.24952932000160216,0.26019610600038007
4,4.0,0.8798349459966024,0.23139750957489014,0.2502236583016135
5,5.0,0.8817372719446818,0.22607508301734924,0.23266339302062988
6,6.0,0.879463239510854,0.23347458243370056,0.24490436098792337
7,7.0,0.8743690689404805,0.22183784246444702,0.2186124541542747
8,8.0,0.8788569529851278,0.21505945324897766,0.2076202089136297
9,9.0,0.8797681132952372,0.20915493369102478,0.21106420863758435
10,10.0,0.8771504441897074,0.20146017670631408,0.20358986204320734
11,11.0,0.880095378557841,0.19571442604064943,0.2102551297707991
12,12.0,0.8766499121983846,0.19249205589294432,0.21664567427201706
13,13.0,0.9213096459706624,0.19081131219863892,0.25435830788178876
14,14.0,0.8895591616630554,0.18225371241569518,0.3476994579488581
15,15.0,0.8778456807136535,0.16280506253242494,0.2507012269713662
16,16.0,0.8745284756024678,0.14434722661972046,0.3160659833387895
17,17.0,0.8851477185885112,0.1254230260848999,0.27793979102914984
18,18.0,0.8794722080230712,0.12071264386177064,0.2123863480307839
19,19.0,0.8874369104703267,0.11661557555198669,0.16796076839620416
