,iter_loss
0,0.9345119059085846
1,0.9341571271419525
2,0.9434755265712738
3,0.9301040053367615
4,0.911549299955368
5,0.8001172125339509
6,0.7393016159534455
7,0.6764341354370117
8,0.563021594285965
9,0.43597341775894166
10,0.4905150234699249
11,0.5142188310623169
12,0.33626759648323057
13,0.4071776568889618
14,0.2737997591495514
15,0.36192368865013125
16,0.4133607745170593
17,0.4772915720939636
18,0.31650200486183167
19,0.3714102923870087
20,0.24462846517562867
21,0.2850383758544922
22,0.3079559564590454
23,0.44885396361351015
24,0.4133421957492828
25,0.3612440228462219
26,0.2923466145992279
27,0.3791202664375305
28,0.38319199085235595
29,0.31043730974197387
30,0.21831895112991334
31,0.27463127970695494
32,0.2939172863960266
33,0.34671673774719236
34,0.31806464195251466
35,0.26554356813430785
36,0.3961020648479462
37,0.32150699496269225
38,0.22206650972366332
39,0.24186357259750366
40,0.35266298055648804
41,0.3053626835346222
42,0.24654999375343323
43,0.26528064608573915
44,0.3440274715423584
45,0.27217228412628175
46,0.2790164351463318
47,0.22511399388313294
48,0.2911428093910217
49,0.3061801910400391
50,0.35747798085212706
51,0.2847756564617157
52,0.2705023467540741
53,0.2965321481227875
54,0.22691956162452698
55,0.2855671525001526
56,0.25800990462303164
57,0.27863630652427673
58,0.2740554451942444
59,0.30411264300346375
60,0.26688756942749026
61,0.26948821544647217
62,0.25318102836608886
63,0.3603797674179077
64,0.2570239186286926
65,0.37278066873550414
66,0.3757589042186737
67,0.30338669419288633
68,0.31311753392219543
69,0.2348921537399292
70,0.26871721148490907
71,0.17661731243133544
72,0.21030816435813904
73,0.2445446252822876
74,0.26645026803016664
75,0.35728050470352174
76,0.1998362958431244
77,0.3023675143718719
78,0.3216029226779938
79,0.32613051533699033
80,0.21437438130378722
81,0.24071955680847168
82,0.3092599272727966
83,0.267528110742569
84,0.19907952547073365
85,0.30686054229736326
86,0.28807838559150695
87,0.17880247831344603
88,0.2892743110656738
89,0.343034565448761
90,0.3122655153274536
91,0.2640047907829285
92,0.19791822433471679
93,0.29108736515045164
94,0.3994518518447876
95,0.24277840852737426
96,0.32168959975242617
97,0.20358703136444092
98,0.2677225708961487
99,0.3436701774597168
100,0.3775729775428772
101,0.22987699508666992
102,0.2792819082736969
103,0.18599748611450195
104,0.21785035133361816
105,0.24739927649497986
106,0.35600289702415466
107,0.2520447313785553
108,0.29503231048583983
109,0.23368170857429504
110,0.2797856032848358
111,0.3061278581619263
112,0.22147568464279174
113,0.1735355317592621
114,0.21962981820106506
115,0.21635438799858092
116,0.2691562116146088
117,0.19461289644241334
118,0.23904391527175903
119,0.2840114235877991
120,0.2962488949298859
121,0.17604758143424987
122,0.2055157721042633
123,0.3084900975227356
124,0.24166083931922913
125,0.20344976782798768
126,0.21639879941940307
127,0.31549428701400756
128,0.23129197359085082
129,0.24634534120559692
130,0.19093236327171326
131,0.23543329834938048
132,0.2797922670841217
133,0.3065584123134613
134,0.29240951538085935
135,0.23792148232460023
136,0.2884261071681976
137,0.17622957229614258
138,0.24789073467254638
139,0.24754568338394164
140,0.5430128931999206
141,0.278148877620697
142,0.2858428120613098
143,0.2501685619354248
144,0.24589969515800475
145,0.22429685592651366
146,0.35000943541526797
147,0.2402067244052887
148,0.3764647662639618
149,0.3646020770072937
150,0.3294724881649017
151,0.2973343372344971
152,0.24829664826393127
153,0.23995922207832338
154,0.17379812598228456
155,0.2051695168018341
156,0.2358405590057373
157,0.2104109048843384
158,0.3196177303791046
159,0.17041229009628295
160,0.29753486514091493
161,0.2828813552856445
162,0.31254169940948484
163,0.20055618286132812
164,0.1973111927509308
165,0.29257145524024963
166,0.24038759469985962
167,0.16752969622612
168,0.29855248928070066
169,0.33937436938285825
170,0.2220733106136322
171,0.2902669608592987
172,0.3586642026901245
173,0.32412661910057067
174,0.27954902648925783
175,0.21730328798294068
176,0.277460914850235
177,0.37050469517707824
178,0.24659464359283448
179,0.27383239269256593
180,0.18037137985229493
181,0.24361738562583923
182,0.28790466785430907
183,0.35972805619239806
184,0.22047696709632875
185,0.26396487951278685
186,0.18537044525146484
187,0.21719275116920472
188,0.23455466628074645
189,0.3237563014030457
190,0.23874565958976746
191,0.27071272730827334
192,0.2385753870010376
193,0.2516812562942505
194,0.3109066128730774
195,0.21466246247291565
196,0.16848390102386473
197,0.21782790422439574
198,0.2031945049762726
199,0.25552003383636473
200,0.18782182335853576
201,0.22033287286758424
202,0.34234483242034913
203,0.25459603071212766
204,0.16557059288024903
205,0.20555562973022462
206,0.3123645007610321
207,0.2666895389556885
208,0.20993630290031434
209,0.2268283724784851
210,0.3039995193481445
211,0.24696968793869017
212,0.2529207706451416
213,0.1883737027645111
214,0.23074408769607543
215,0.2745284914970398
216,0.3207103252410889
217,0.24353812932968139
218,0.2297913134098053
219,0.22876285910606384
220,0.1917411506175995
221,0.23364108800888062
222,0.21098415851593016
223,0.25708025097846987
224,0.21475846767425538
225,0.24266846776008605
226,0.23677552938461305
227,0.2199038803577423
228,0.21021409034729005
229,0.31857699155807495
230,0.23058785796165465
231,0.3239676833152771
232,0.31453447341918944
233,0.2994754731655121
234,0.29307681918144224
235,0.19356938004493712
236,0.22857097983360292
237,0.14887073636054993
238,0.20216917395591735
239,0.22564538717269897
240,0.19877008199691773
241,0.2915890872478485
242,0.16419070363044738
243,0.2861947000026703
244,0.27526078224182127
245,0.28327162861824035
246,0.18600378632545472
247,0.19452341198921203
248,0.278117835521698
249,0.24383060932159423
250,0.15699055790901184
251,0.28658353686332705
252,0.2517924427986145
253,0.15151320099830629
