,experiment_name,proc,arch,count,python_version,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time
0,Exp_kaggle_mateuszbuda_pruned,Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,X86_64,32,3.7.4.final.0 (64 bit),cpu,unet_small,0.78 GMac,486.55 k,50,4,adam,66.97311164384865,884.4949287017187,0.15706915855407716,930.2911060810089
