,experiment_name,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time
0,Exp_pytorch_cifar,cuda,ResNet_1,0.03 GMac,195.74 k,5,4,adam,69.64,18.286324258645376,0.25334062178929645,18.712987196445464
