,PUE,ISO3_COUNTRY_CODE,total_wall_clock_time,total_power,kg_carbon,carbon_cost,exp_name,exp_set
0,1,CAN,1.3215637236171298,0.009894336730937033,0.000296830101928111,-2.4392550017462655e-06,sub-1037070,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.2742208186123105,0.010132021356251372,0.00030396064068754114,-2.497851492537142e-06,sub-1112423,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.4356983788808186,0.013339753638691334,0.00040019260916074003,-3.288655083215386e-06,sub-1081696,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.61455517967542,0.019982187212746756,0.0005994656163824027,-4.926217030002653e-06,sub-1086009,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.3340267250272964,0.013959452631827731,0.00041878357895483193,-3.4414297370088722e-06,sub-1127906,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.6383369519313176,0.015893368444793138,0.0004768010533437941,-3.918198816939439e-06,sub-1009760,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,2.3649245588646997,0.018418108950161854,0.0005525432685048557,-4.540624157141986e-06,sub-1000083,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,3.1590110374821556,0.03765294666416795,0.0011295883999250386,-9.28259680043848e-06,sub-1044475,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,2.279996060265435,0.02016864806263483,0.0006050594418790448,-4.972185301862373e-06,sub-3522877,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.2247753855254915,0.012953481648545793,0.0003886044494563738,-3.193427286788069e-06,sub-1530211,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.4397931013504663,0.015266843733253176,0.00045800531199759523,-3.763741415912947e-06,sub-1518902,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.6444709286424848,0.013107739538122656,0.00039323218614367966,-3.2314565492784665e-06,sub-1100101,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.3928245288795895,0.015481435770594711,0.00046444307311784136,-3.816644881264353e-06,sub-3875050,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.0058985124693975,0.008375026406368832,0.0002512507921910649,-2.064698787500992e-06,sub-1792032,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.9526154443952772,0.015760773376434306,0.00047282320129302916,-3.885510098888246e-06,sub-3553027,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,2.483017724686199,0.02737608216894951,0.0008212824650684854,-6.74903706784424e-06,sub-4451351,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,2.083579537206226,0.020040018234739373,0.0006012005470421812,-4.940474136212765e-06,sub-1554964,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.4414412558078766,0.01315243809792296,0.0003945731429376888,-3.24247610405295e-06,sub-1406980,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.0843404674530028,0.011610517944466315,0.00034831553833398945,-2.862345879168609e-06,sub-1061245,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.113801497220993,0.011900937039165518,0.00035702811117496557,-2.9339430209085552e-06,sub-1000537,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.668442724413342,0.01563979604625866,0.00046919388138775983,-3.855685506724714e-06,sub-4246203,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.5901360594564014,0.01414217413203707,0.0004242652239611121,-3.486476145417291e-06,sub-1000347,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.2972515177726747,0.011329217815612688,0.0003398765344683806,-2.7929968399194567e-06,sub-1282100,fastsurferRecon_run1_cpu_prune_0
0,1,CAN,1.838744481139713,0.023946201960117937,0.0007183860588035381,-5.903467255304556e-06,sub-1762288,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4681312253077825,0.01911271615827829,0.0005733814847483488,-4.7118659647256425e-06,sub-1473014,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.1428378589285744,0.02138683850493063,0.000641605155147919,-5.272506304700138e-06,sub-1050772,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.9586451961596807,0.036872589486202104,0.001106177684586063,-9.090215016670187e-06,sub-1185456,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,0.9784142052465015,0.014200791237525951,0.00042602373712577853,-3.500927045122834e-06,sub-1088341,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.6098244550493028,0.021905991172968486,0.0006571797351890546,-5.400493230617235e-06,sub-3754490,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.3096856050358878,0.014008361700914952,0.00042025085102744854,-3.453487310411315e-06,sub-4778114,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.399899265567462,0.03215224522517862,0.0009645673567553587,-7.9265065578036e-06,sub-1013261,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.2295231364170711,0.018020127891454702,0.0005406038367436411,-4.442509719110347e-06,sub-1040584,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.9763734730747011,0.03369322483269302,0.0010107967449807906,-8.306404909500643e-06,sub-3171661,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.295540538099077,0.015447277974706217,0.0004634183392411865,-3.808223945456789e-06,sub-1005221,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.0938643638955223,0.02086457399447296,0.0006259372198341889,-5.143752214960584e-06,sub-1032539,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.260959193110466,0.02433505650729293,0.0007300516952187879,-5.999331730604109e-06,sub-1042997,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.4597460330857173,0.03365757982018974,0.0010097273946056923,-8.297617329554624e-06,sub-2014383,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.267478272186385,0.02951644432128405,0.0008854933296385216,-7.27670145077413e-06,sub-3672652,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.8369982141918606,0.025334146172507743,0.0007600243851752323,-6.245637726583432e-06,sub-1076471,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.1813895416259768,0.02511900845283579,0.0007535702535850738,-6.192599733937269e-06,sub-1085566,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.6996176216337415,0.028839530157050687,0.0008651859047115205,-7.109821516751228e-06,sub-5142605,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.5956741291284562,0.02211285958694441,0.0006633857876083322,-5.451492587847146e-06,sub-2826442,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4328147025240792,0.02284261337834009,0.0006852784013502026,-5.631399097410282e-06,sub-1047553,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.2151403499974145,0.0232621387923743,0.000697864163771229,-5.734824874435127e-06,sub-1599957,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4781105928288565,0.021817578362401405,0.0006545273508720422,-5.378696783188892e-06,sub-1000011,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.7928192463848327,0.019819451521256824,0.0005945835456377048,-4.886097731435799e-06,sub-2810142,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.6431869896915223,0.04498731537157488,0.0013496194611472465,-1.1090741807092134e-05,sub-4140526,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4455842844645181,0.028245303676965858,0.0008473591103089757,-6.963326612329301e-06,sub-1474044,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4897751986318164,0.03237967157841966,0.0009713901473525898,-7.982574072459489e-06,sub-1012146,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.1989099324411816,0.02660742894188113,0.000798222868256434,-6.559540664020375e-06,sub-1110743,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.1054246103101306,0.01763044833279527,0.0005289134499838581,-4.346441853382041e-06,sub-1011809,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.562831664416525,0.02107518935154141,0.0006322556805462424,-5.195675307649298e-06,sub-3174352,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.5279420510927837,0.019859187531867575,0.0005957756259560272,-4.895893866868368e-06,sub-1245278,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.441652322543992,0.01631223947121057,0.0004893671841363171,-4.021463267509492e-06,sub-1035366,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,0.9790037410789066,0.02310664833101001,0.0006931994499303004,-5.6964917455028195e-06,sub-3614538,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.3355366281006071,0.023321123971052328,0.0006996337191315698,-5.749366515379021e-06,sub-1450654,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.41610471089681,0.029128522006038667,0.00087385566018116,-7.181066799004836e-06,sub-1004436,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.5782810213830736,0.022103435183121915,0.0006631030554936575,-5.449169185603253e-06,sub-1033401,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.077626690864563,0.02812558904139916,0.0008437676712419748,-6.933813312799556e-06,sub-2316147,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.1892255416843627,0.01897714160563875,0.0005693142481691625,-4.678442713159775e-06,sub-1072930,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4480764122141732,0.017728180027587234,0.000531845400827617,-4.370535689263433e-06,sub-1455277,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.3664711535639233,0.017663339264048408,0.0005299001779214522,-4.35455046851745e-06,sub-1232770,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,0.9944170533286201,0.01884422617907065,0.0005653267853721194,-4.645675017064316e-06,sub-4364423,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,2.2579838188489276,0.031007690599865877,0.0009302307179959764,-7.64433902394188e-06,sub-1838053,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.7371219325065612,0.02479602838976976,0.0007438808516930928,-6.112975322951255e-06,sub-1005469,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.2520955141385397,0.020676877124539684,0.0006203063137361905,-5.097479226558509e-06,sub-1021576,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.267414550251431,0.019781915133077258,0.0005934574539923177,-4.876843869847663e-06,sub-4656152,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.2346821519401339,0.018307244085938677,0.0005492173225781602,-4.513292595469059e-06,sub-1027606,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.502037125296063,0.02331844656433566,0.0006995533969300698,-5.7487064531734445e-06,sub-1193159,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.0413521785868538,0.01630033775798745,0.0004890101327396234,-4.018529133135626e-06,sub-1190941,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.3848685600360235,0.023290440429868144,0.0006987132128960442,-5.741802089047058e-06,sub-4245899,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,3.2051045922438304,0.03948715595282575,0.0011846146785847726,-9.734785188935369e-06,sub-1006569,fastsurferRecon_run1_cpu_prune_0
0,1.5,CAN,1.4442316236098607,0.030484398080172274,0.0009145319424051682,-7.515331498652395e-06,sub-1000394,fastsurferRecon_run1_cpu_prune_0
