,epoch,compute_time,loss
0,0.0,0.5159392555554708,0.32861954569816587
1,1.0,0.5126418352127076,0.29714176058769226
2,2.0,0.50300479332606,0.2785479724407196
3,3.0,0.5093529423077902,0.2777620732784271
4,4.0,0.5059874653816223,0.25576323866844175
5,5.0,0.5046068509419759,0.2718294858932495
6,6.0,0.5036210974057516,0.25214271545410155
7,7.0,0.5550970196723938,0.26357991695404054
8,8.0,0.5132712006568909,0.25526617765426635
9,9.0,0.5160930673281352,0.24958850741386412
10,10.0,0.5056470274925232,0.2759253203868866
11,11.0,0.5100912928581238,0.21337143778800965
12,12.0,0.5043558994928996,0.22621053457260132
13,13.0,0.5097822705904643,0.23375630974769593
14,14.0,0.5063156803448995,0.2400936961174011
15,15.0,0.5090165495872497,0.20229135155677797
16,16.0,0.5050175309181213,0.18198311924934388
17,17.0,0.5156106909116109,0.1690133273601532
18,18.0,0.5076593279838562,0.16550716757774353
19,19.0,0.5015109737714132,0.14420465230941773
20,20.0,0.5065828402837117,0.14170953631401062
21,21.0,0.5044656038284302,0.14713711142539979
22,22.0,0.511859409014384,0.14257171750068665
23,23.0,0.5126147707303365,0.1296103298664093
24,24.0,0.5766679366429647,0.1262665092945099
25,25.0,0.5050934910774231,0.12696781158447265
26,26.0,0.5060132582982381,0.12766032218933104
27,27.0,0.5054349899291992,0.0952183723449707
28,28.0,0.5028886437416077,0.09295272231101989
29,29.0,0.5106089035669963,0.08687254786491394
30,30.0,0.5055081288019816,0.08386813402175904
31,31.0,0.5042690436045328,0.08784448504447936
32,32.0,0.5055188139279684,0.08449160456657409
33,33.0,0.5087258974711101,0.07929348349571227
34,34.0,0.5116551240285238,0.0760128915309906
35,35.0,0.5078003605206808,0.08073079586029053
36,36.0,0.5387182116508484,0.07538298964500427
37,37.0,0.5393571416536967,0.08190957903861999
38,38.0,0.5176676551500956,0.07296741604804993
39,39.0,0.5048797051111857,0.07457060813903808
40,40.0,0.5088511824607849,0.07454750537872315
41,41.0,0.513587220509847,0.07027488946914673
42,42.0,0.5038385351498922,0.07276824712753296
43,43.0,0.5235927979151408,0.07126530408859252
44,44.0,0.5200495004653931,0.07001213431358337
45,45.0,0.5035300691922505,0.07103385925292968
46,46.0,0.5122254848480224,0.07232043147087097
47,47.0,0.5051141341527303,0.06541125178337097
48,48.0,0.5027201175689697,0.06416732668876649
49,49.0,0.505365002155304,0.06456523537635803
