,epoch,compute_time,train_loss,valid_loss
0,0.0,3.049581837654114,0.30541848540306094,0.6387366875108466
1,1.0,3.055949393908183,0.2554011344909668,0.5563110651740109
2,2.0,3.1168077905972797,0.23049224615097047,0.514444746884955
3,3.0,3.03420303662618,0.22019994258880615,0.5051485235432545
4,4.0,3.0491640607515973,0.20942031145095824,0.5301516917814691
5,5.0,3.0264209071795145,0.2012285590171814,0.5044664029615471
6,6.0,3.043845840295156,0.1981226921081543,0.48488032386963625
7,7.0,3.0429643591245017,0.1914735734462738,0.5217653038990067
8,8.0,3.0407378753026326,0.1919008731842041,0.5469743042107088
9,9.0,3.0408435583114626,0.18868631720542908,0.55563009934253
10,10.0,3.0390017588933307,0.1765999436378479,0.5495767837547394
11,11.0,3.038870465755463,0.17295914888381958,0.5375471682433622
12,12.0,3.0509323676427207,0.17142440676689147,0.514897208615958
13,13.0,3.038918646176656,0.1672576606273651,0.5158092200037945
14,14.0,3.0434592644373577,0.1644603431224823,0.5217083620737835
15,15.0,3.035071365038554,0.16204445958137512,0.5187527408082802
16,16.0,3.047495448589325,0.15663521885871887,0.5034548381724989
17,17.0,3.0197864373524985,0.15481830835342408,0.5286917909082159
18,18.0,3.0428702354431154,0.15101389288902284,0.5079340546964163
19,19.0,3.0751387675603232,0.1479656219482422,0.4864226141607905
