,label,dice,cohort,subject_id
0,0.0,0.997755437592403,NC,sub-0108
1,1025.0,0.8823314928638399,NC,sub-0108
2,1026.0,0.8443696221474,NC,sub-0108
3,2.0,0.9621162456884547,NC,sub-0108
4,1028.0,0.8897294211202414,NC,sub-0108
5,4.0,0.9675269184754742,NC,sub-0108
6,1024.0,0.8565631747449929,NC,sub-0108
7,7.0,0.8846422826771103,NC,sub-0108
8,8.0,0.9331660537597269,NC,sub-0108
9,1029.0,0.8298268286378909,NC,sub-0108
10,10.0,0.943429251557796,NC,sub-0108
11,11.0,0.9274847149153989,NC,sub-0108
12,12.0,0.9165338191755864,NC,sub-0108
13,13.0,0.8462768387391503,NC,sub-0108
14,14.0,0.9256922537679636,NC,sub-0108
15,15.0,0.8980225988700565,NC,sub-0108
16,16.0,0.9392629962711121,NC,sub-0108
17,17.0,0.9088841316564089,NC,sub-0108
18,18.0,0.8941968579672972,NC,sub-0108
19,1035.0,0.8990265486725664,NC,sub-0108
20,1018.0,0.8464459475495432,NC,sub-0108
21,24.0,0.890358361774744,NC,sub-0108
22,26.0,0.8370846730975349,NC,sub-0108
23,5.0,0.8210609659540776,NC,sub-0108
24,28.0,0.8883953991572714,NC,sub-0108
25,30.0,0.08333333333333333,NC,sub-0108
26,31.0,0.7230432402846196,NC,sub-0108
27,41.0,0.9654074329736453,NC,sub-0108
28,43.0,0.9629513624770684,NC,sub-0108
29,44.0,0.84,NC,sub-0108
30,46.0,0.8580837892312122,NC,sub-0108
31,47.0,0.9254940038839616,NC,sub-0108
32,1027.0,0.8569649882962299,NC,sub-0108
33,49.0,0.9337786396609926,NC,sub-0108
34,50.0,0.9270727825206193,NC,sub-0108
35,51.0,0.9385213118500743,NC,sub-0108
36,52.0,0.8530159463831755,NC,sub-0108
37,53.0,0.9215900802334063,NC,sub-0108
38,54.0,0.9029339182890047,NC,sub-0108
39,58.0,0.7885652642934197,NC,sub-0108
40,60.0,0.8808368007397134,NC,sub-0108
41,62.0,0.043478260869565216,NC,sub-0108
42,63.0,0.7034368070953437,NC,sub-0108
43,1030.0,0.8486953788116944,NC,sub-0108
44,1031.0,0.8020350063264445,NC,sub-0108
45,77.0,0.7115384615384616,NC,sub-0108
46,1034.0,0.8853076601088321,NC,sub-0108
47,85.0,0.011235955056179775,NC,sub-0108
48,251.0,0.0009049773755656109,NC,sub-0108
49,252.0,0.001694915254237288,NC,sub-0108
50,253.0,0.0017825311942959,NC,sub-0108
51,254.0,0.0022123893805309734,NC,sub-0108
52,255.0,0.0009950248756218905,NC,sub-0108
53,1009.0,0.8270647027880064,NC,sub-0108
54,1016.0,0.8145789101203114,NC,sub-0108
55,1003.0,0.8551352306876436,NC,sub-0108
56,1015.0,0.8589753068165016,NC,sub-0108
57,1006.0,0.7640029873039582,NC,sub-0108
58,1007.0,0.8433927881164062,NC,sub-0108
59,2000.0,0.00267379679144385,NC,sub-0108
60,1008.0,0.8332646671061306,NC,sub-0108
61,2002.0,0.8149771341463414,NC,sub-0108
62,2003.0,0.8244205298013245,NC,sub-0108
63,2005.0,0.7257336343115124,NC,sub-0108
64,2006.0,0.7826696578799776,NC,sub-0108
65,2007.0,0.8561116166211707,NC,sub-0108
66,2008.0,0.85852544584602,NC,sub-0108
67,2009.0,0.8445715995362579,NC,sub-0108
68,2010.0,0.8212569671343456,NC,sub-0108
69,2011.0,0.8115795010519988,NC,sub-0108
70,2012.0,0.8588933244621867,NC,sub-0108
71,2013.0,0.820484662127535,NC,sub-0108
72,2014.0,0.8301124576918878,NC,sub-0108
73,2015.0,0.8610973235080753,NC,sub-0108
74,2016.0,0.8620951417004049,NC,sub-0108
75,2017.0,0.8054797917183238,NC,sub-0108
76,2018.0,0.7267290126141801,NC,sub-0108
77,2019.0,0.8060929508561263,NC,sub-0108
78,2020.0,0.7573417721518987,NC,sub-0108
79,2021.0,0.815365292024283,NC,sub-0108
80,2022.0,0.8782719311120897,NC,sub-0108
81,2023.0,0.8098168718102672,NC,sub-0108
82,1000.0,0.0027624309392265192,NC,sub-0108
83,2024.0,0.848468370491209,NC,sub-0108
84,2025.0,0.8401155551128157,NC,sub-0108
85,2026.0,0.7964210121223783,NC,sub-0108
86,2027.0,0.8334957538632883,NC,sub-0108
87,2028.0,0.8865574398773594,NC,sub-0108
88,2029.0,0.7842210767468499,NC,sub-0108
89,2030.0,0.8769700221313125,NC,sub-0108
90,2031.0,0.8847532560640459,NC,sub-0108
91,1002.0,0.8491407799074686,NC,sub-0108
92,1005.0,0.8190265019533313,NC,sub-0108
93,2034.0,0.8124688279301746,NC,sub-0108
94,2035.0,0.8969371214060233,NC,sub-0108
95,1011.0,0.809857463164638,NC,sub-0108
96,1013.0,0.8486552401598808,NC,sub-0108
97,1014.0,0.8240760988410234,NC,sub-0108
98,1010.0,0.8495219885277246,NC,sub-0108
99,1017.0,0.8648554104477612,NC,sub-0108
100,1012.0,0.8549970808343507,NC,sub-0108
101,1019.0,0.8407720144752714,NC,sub-0108
102,1020.0,0.8342952275249722,NC,sub-0108
103,1021.0,0.7710815230086429,NC,sub-0108
104,1022.0,0.8474458782126479,NC,sub-0108
105,1023.0,0.8963565103788649,NC,sub-0108
0,0.0,0.9978108144924702,NC,sub-0072
1,1025.0,0.8779577860683805,NC,sub-0072
2,1026.0,0.7665910808767952,NC,sub-0072
