,epoch,compute_time,train_loss,valid_loss
0,0.0,1.4254883646965026,0.29937867522239686,0.493196549869719
1,1.0,1.3963204503059388,0.28217674493789674,0.48976768482299077
2,2.0,1.3866499265034993,0.2622120201587677,0.4801359176635742
3,3.0,1.3879013140996297,0.2447508990764618,0.4680987426212856
4,4.0,1.3788624366124471,0.23357958793640138,0.46054130224954515
5,5.0,1.3915647665659587,0.22630606293678285,0.44774998085839407
6,6.0,1.4177908658981324,0.21293181777000428,0.4476545112473624
7,7.0,1.4012409567832946,0.21343335509300232,0.4492142569451105
8,8.0,1.3952473600705464,0.20256694555282592,0.45520326637086417
9,9.0,1.3859548290570578,0.20051975250244142,0.41156009549186345
10,10.0,1.395338487625122,0.19434848427772522,0.4153577032543364
11,11.0,1.3805492560068766,0.18621693253517152,0.4349105783871242
12,12.0,1.3825353026390075,0.17881500720977783,0.4027572955404009
13,13.0,1.38548401594162,0.20059913992881775,0.4266855659938994
14,14.0,1.3845584472020467,0.16614775657653807,0.3058107154709952
15,15.0,1.3868810931841533,0.1181062638759613,0.3939184234255836
16,16.0,1.388991904258728,0.10937817692756653,0.40804602134795415
17,17.0,1.3996743003527323,0.1095863938331604,0.24422958351316906
18,18.0,1.3822126746177674,0.10197018980979919,0.37618030536742436
19,19.0,1.3863187710444131,0.09836201071739196,0.33669683762959074
