,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,experiment_name,proc,arch,count,python_version,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time,valid_perf_selected,test_perf_selected
0,0,0,0,Exp_kaggle_mateuszbuda_1,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,X86_64,32,3.7.4.final.0 (64 bit),cuda,unet,12.13 GMac,7.76 M,20,4,adam,60.45871186502201,72.46724354028701,0.0238971829414367,160.26887483994167,84.40617050033018,66.4245634963832
