timestamp;tag;duration;package_0;dram_0;core_0;uncore_0
1612996509.5885863;predict;0.024525165557861328;489317.0;53406.0;312560.0;98327.0
1612996509.618568;predict;0.058312416076660156;1237912.0;170287.0;707701.0;314819.0
1612996509.679898;predict;0.014568805694580078;340087.0;37171.0;194946.0;98937.0
1612996509.6990664;predict;0.07050871849060059;1732478.0;190674.0;1183591.0;360656.0
1612996509.7739222;predict;0.020355701446533203;441466.0;75318.0;267699.0;93933.0
1612996509.7984989;predict;0.046025991439819336;984068.0;144530.0;583983.0;235290.0
1612996509.846372;predict;0.031964778900146484;638304.0;81543.0;314574.0;211547.0
1612996509.8820908;predict;0.11990618705749512;2770867.0;262267.0;1792781.0;624327.0
1612996510.0046816;predict;0.013986349105834961;329161.0;31128.0;242614.0;55175.0
1612996510.023455;predict;0.045656681060791016;1258908.0;117065.0;928403.0;191833.0
1612996510.0722172;predict;0.07259082794189453;1784663.0;195373.0;1194455.0;386413.0
1612996510.1481223;predict;0.48253941535949707;13636196.0;1248165.0;9584631.0;2679742.0
1612996510.6322806;predict;0.11539912223815918;3094779.0;307433.0;2182002.0;590147.0
1612996510.7535088;predict;0.7790498733520508;22255924.0;2007319.0;15789388.0;4261952.0
1612996511.550555;predict;0.0603938102722168;1662716.0;168090.0;1167600.0;316345.0
1612996511.6140006;predict;0.6026115417480469;17733109.0;1543941.0;12798063.0;3230582.0
