,experiment_name,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time
0,Exp_pytorch_cifar,cuda,ResNet_1,0.03 GMac,195.74 k,5,4,adam,68.65,18.390387705961864,0.2694903135299683,18.836152120431265
