,model,input_size,init_features,n_channels,epoch,compute_time
0,unet,512,64,1,0,0.04377466440200806
1,unet,512,64,1,1,0.005573459466298421
2,unet,512,64,1,2,0.00556716521581014
3,unet,512,64,1,3,0.0055497566858927405
4,unet,512,64,1,4,0.005906029542287191
5,unet,512,64,1,5,0.005565142631530762
6,unet,512,64,1,6,0.005539592107137044
7,unet,512,64,1,7,0.005604175726572672
8,unet,512,64,1,8,0.005549438794453939
9,unet,512,64,1,9,0.005578760306040446
