timestamp;tag;duration;package_0;dram_0;core_0;uncore_0
1611600873.924867;predict;0.03325843811035156;468504.0;91736.0;292785.0;57739.0
1611600873.9647088;predict;0.09102749824523926;1422665.0;270446.0;815427.0;302062.0
1611600874.0592427;predict;0.02125382423400879;362731.0;51209.0;233703.0;76050.0
1611600874.0868254;predict;0.20051360130310059;3173454.0;508544.0;2058283.0;480346.0
1611600874.2904642;predict;0.033020734786987305;524108.0;107422.0;316771.0;104858.0
1611600874.3295357;predict;0.13145112991333008;2183222.0;344420.0;1373104.0;452452.0
1611600874.464572;predict;0.05716586112976074;725157.0;135437.0;460936.0;108581.0
1611600874.5294619;predict;0.24648618698120117;3272453.0;647154.0;2265986.0;317626.0
1611600874.7795312;predict;0.03830265998840332;612792.0;129028.0;476501.0;57190.0
1611600874.8267858;predict;0.129791259765625;2021418.0;380065.0;1453610.0;172058.0
1611600874.9598641;predict;0.19031119346618652;3402396.0;471679.0;2088739.0;778746.0
1611600875.158331;predict;1.3938591480255127;20841378.0;3484427.0;13943812.0;3019524.0
1611600876.558534;predict;0.3192260265350342;4558033.0;784422.0;2939995.0;747862.0
1611600876.8913116;predict;2.355830192565918;35259736.0;5796006.0;23731079.0;4955248.0
1611600879.2551198;predict;0.15612125396728516;2239862.0;357116.0;1414852.0;403380.0
1611600879.4206557;predict;1.7449114322662354;25932612.0;4468861.0;17339678.0;3674063.0
1611601219.4758756;predict;0.13110780715942383;2572014.0;375426.0;1682063.0;448912.0
1611601219.615759;predict;0.10776519775390625;1488217.0;259460.0;973692.0;175659.0
1611601219.7292774;predict;0.05408072471618652;768979.0;171570.0;533202.0;59997.0
1611601219.7890213;predict;0.24446415901184082;4004934.0;663145.0;2805108.0;489440.0
1611601220.0431535;predict;0.18940019607543945;3303580.0;542601.0;2133539.0;591673.0
1611601220.2411487;predict;1.3983263969421387;20696724.0;3722158.0;13269192.0;3432425.0
1611601221.648185;predict;2.152534246444702;32284708.0;5751083.0;20879158.0;5218188.0
1611601223.811908;predict;1.8540771007537842;27488028.0;4647693.0;17576066.0;4641834.0
