timestamp;tag;duration;dram_0;dram_1
1612994077.5607069;predict;8.422181367874146;46005861.0;36669158.0
1612994086.0790944;predict;8.422967672348022;47536136.0;36793608.0
1612994094.6586738;predict;8.449423789978027;46375294.0;36819618.0
1612994103.1905951;predict;8.426212549209595;47702906.0;36672601.0
1612994111.719341;predict;8.599551439285278;44204270.0;37461775.0
1612994120.4439347;predict;8.488176584243774;40997910.0;37169361.0
1612994129.018285;predict;8.469204187393188;56316790.0;36940274.0
1612994137.803991;predict;8.470619678497314;53393389.0;36882608.0
1612994146.4334836;predict;8.960263967514038;59745904.0;38886220.0
1612994155.5729687;predict;8.672179698944092;55654270.0;37848146.0
