,model,input_size,init_features,n_channels,epoch,compute_time
0,unet,512,64,1,0,0.03777507940928141
1,unet,512,64,1,1,0.03604976336161295
2,unet,512,64,1,2,0.0358382781346639
3,unet,512,64,1,3,0.03990888198216756
4,unet,512,64,1,4,0.0430785854657491
5,unet,512,64,1,5,0.04140700499216716
6,unet,512,64,1,6,0.04202991724014282
7,unet,512,64,1,7,0.04204667806625366
8,unet,512,64,1,8,0.04565719366073608
9,unet,512,64,1,9,0.04682546059290568
