,label,dice,cohort,subject_id
0,0.0,0.997340120425573,PD,sub-0047
1,1025.0,0.832542099605876,PD,sub-0047
2,1026.0,0.8360132158590309,PD,sub-0047
3,2.0,0.9593872186026916,PD,sub-0047
4,1028.0,0.8743636330928781,PD,sub-0047
5,4.0,0.97321515377386,PD,sub-0047
6,1024.0,0.8877767765190525,PD,sub-0047
7,7.0,0.873445621422462,PD,sub-0047
8,8.0,0.9236000068774608,PD,sub-0047
9,1029.0,0.8279645705724232,PD,sub-0047
10,10.0,0.9292751583391977,PD,sub-0047
11,3.0,0.25,PD,sub-0047
12,11.0,0.8158140985651903,PD,sub-0047
13,13.0,0.7770193401592719,PD,sub-0047
14,14.0,0.9346817591389869,PD,sub-0047
15,15.0,0.8703658237171618,PD,sub-0047
16,16.0,0.8868682831512568,PD,sub-0047
17,17.0,0.9016479894528675,PD,sub-0047
18,18.0,0.8589233625033148,PD,sub-0047
19,12.0,0.8822865353037767,PD,sub-0047
20,1035.0,0.8611254221764268,PD,sub-0047
21,24.0,0.8708248125426039,PD,sub-0047
22,26.0,0.8359840954274353,PD,sub-0047
23,5.0,0.8837400603235536,PD,sub-0047
24,28.0,0.8961502996772707,PD,sub-0047
25,30.0,0.06666666666666667,PD,sub-0047
26,31.0,0.7401861594496155,PD,sub-0047
27,41.0,0.9541749618159794,PD,sub-0047
28,42.0,0.2,PD,sub-0047
29,43.0,0.9650067598017125,PD,sub-0047
30,44.0,0.8355201499531396,PD,sub-0047
31,46.0,0.8551123954168207,PD,sub-0047
32,47.0,0.9147799172338316,PD,sub-0047
33,1027.0,0.8282507324722486,PD,sub-0047
34,49.0,0.939419795221843,PD,sub-0047
35,50.0,0.822566628041715,PD,sub-0047
36,51.0,0.8914486921529176,PD,sub-0047
37,52.0,0.8334003215434084,PD,sub-0047
38,53.0,0.8950359545349107,PD,sub-0047
39,54.0,0.8502495840266223,PD,sub-0047
40,1018.0,0.8659192312092437,PD,sub-0047
41,58.0,0.7852916314454776,PD,sub-0047
42,60.0,0.8794568936968761,PD,sub-0047
43,62.0,0.07692307692307693,PD,sub-0047
44,63.0,0.7132127005804029,PD,sub-0047
45,1030.0,0.7848880808998977,PD,sub-0047
46,1031.0,0.8490099936370101,PD,sub-0047
47,77.0,0.6707068418667875,PD,sub-0047
48,1034.0,0.754338210275604,PD,sub-0047
49,85.0,0.011764705882352941,PD,sub-0047
50,251.0,0.0010869565217391304,PD,sub-0047
51,252.0,0.002232142857142857,PD,sub-0047
52,253.0,0.00199203187250996,PD,sub-0047
53,254.0,0.002336448598130841,PD,sub-0047
54,255.0,0.0009082652134423251,PD,sub-0047
55,1009.0,0.8241472738744757,PD,sub-0047
