,timestamp,tag,duration,package_0,package_1,dram_0,dram_1,nvidia_gpu_0
0,1614686419.3074543,forward,0.00816965103149414,420409.0,328978.0,84824.0,60817.0,0
1,1614686419.315624,loss,0.0012040138244628906,53283.0,42664.0,10281.0,7757.0,0
2,1614686419.316828,backward,0.006908416748046875,365783.0,286742.0,70120.0,53764.0,1598
3,1614686419.3237364,step,0.01006937026977539,531920.0,414611.0,98318.0,76256.0,0
4,1614686419.3338058,overhead,0.0007193088531494141,56885.0,0.0,11796.0,0.0,0
5,1614686423.7070441,forward,0.006127834320068359,330443.0,230224.0,69707.0,53703.0,721
6,1614686423.713172,loss,0.0018873214721679688,105225.0,77942.0,23363.0,7619.0,0
7,1614686423.7150593,backward,0.005753517150878906,252624.0,233703.0,61873.0,46130.0,0
8,1614686423.7208128,step,0.009506702423095703,543455.0,386840.0,93269.0,76683.0,0
9,1614686423.7303195,overhead,0.0007307529449462891,0.0,0.0,10190.0,0.0,0
10,1614686426.2025924,forward,0.005991935729980469,319274.0,228149.0,61001.0,46282.0,0
11,1614686426.2085843,loss,0.0012192726135253906,56519.0,78125.0,10144.0,15285.0,0
12,1614686426.2098036,backward,0.0058290958404541016,330016.0,189147.0,62714.0,46175.0,0
13,1614686426.2156327,step,0.00945138931274414,490233.0,378417.0,102908.0,68514.0,3155
14,1614686426.225084,overhead,0.0013103485107421875,108520.0,40833.0,11246.0,7573.0,0
15,1614686428.7892702,forward,0.0060422420501708984,331481.0,247313.0,62333.0,47599.0,0
16,1614686428.7953124,loss,0.00119781494140625,53467.0,43213.0,10143.0,15927.0,0
17,1614686428.7965102,backward,0.005787372589111328,324828.0,247192.0,62195.0,39581.0,1999
18,1614686428.8022976,step,0.010483503341674805,539855.0,443358.0,101301.0,84747.0,0
19,1614686428.812781,overhead,0.0006997585296630859,57922.0,0.0,10006.0,0.0,0
20,1614686431.2778723,forward,0.006063938140869141,336792.0,238219.0,59547.0,55386.0,0
21,1614686431.2839363,loss,0.0012423992156982422,106994.0,94116.0,20426.0,9593.0,0
22,1614686431.2851787,backward,0.005888462066650391,272765.0,257019.0,61735.0,49847.0,1669
23,1614686431.2910671,step,0.01007533073425293,552672.0,415526.0,96895.0,77066.0,0
24,1614686431.3011425,overhead,0.0006842613220214844,55542.0,0.0,0.0,0.0,0
25,1614686433.7234612,forward,0.005922555923461914,326721.0,262206.0,66616.0,53933.0,0
26,1614686433.7293837,loss,0.0011734962463378906,0.0,41992.0,8354.0,8583.0,0
27,1614686433.7305572,backward,0.005720853805541992,288573.0,219787.0,47017.0,55876.0,1610
28,1614686433.736278,step,0.010312080383300781,558532.0,477965.0,115897.0,88388.0,0
29,1614686433.7465901,overhead,0.0007238388061523438,0.0,0.0,0.0,0.0,0
30,1614686436.1894953,forward,0.0059719085693359375,297118.0,257079.0,61108.0,49021.0,0
31,1614686436.1954672,loss,0.0012102127075195312,52857.0,83801.0,10802.0,8170.0,0
32,1614686436.1966774,backward,0.005784511566162109,315551.0,206909.0,66203.0,39979.0,1676
33,1614686436.202462,step,0.010125398635864258,495665.0,435546.0,100613.0,83676.0,0
34,1614686436.2125874,overhead,0.0006976127624511719,0.0,0.0,10236.0,0.0,0
35,1614686438.7240512,forward,0.006523847579956055,381835.0,296569.0,73838.0,58829.0,0
36,1614686438.730575,loss,0.0012264251708984375,52673.0,40588.0,10557.0,8950.0,0
37,1614686438.7318015,backward,0.005806446075439453,323303.0,248046.0,62454.0,46527.0,0
38,1614686438.737608,step,0.010406970977783203,546507.0,434203.0,108156.0,86491.0,3525
39,1614686438.748015,overhead,0.0013222694396972656,55481.0,96375.0,20288.0,19416.0,0
40,1614686441.3793964,forward,0.005975961685180664,264587.0,245056.0,60007.0,46007.0,0
41,1614686441.3853724,loss,0.0011858940124511719,43212.0,41198.0,10893.0,7666.0,0
42,1614686441.3865583,backward,0.007384538650512695,306518.0,290283.0,68835.0,61551.0,1867
43,1614686441.3939428,step,0.009925127029418945,440001.0,415404.0,100001.0,68820.0,0
44,1614686441.403868,overhead,0.0006289482116699219,40894.0,40710.0,9134.0,7665.0,0
45,1614686443.8634143,forward,0.007483959197998047,340514.0,267455.0,67703.0,52785.0,0
46,1614686443.8708982,loss,0.0013604164123535156,57800.0,37171.0,18819.0,7619.0,0
47,1614686443.8722587,backward,0.0060994625091552734,342834.0,264525.0,56365.0,52908.0,0
48,1614686443.8783581,step,0.013442516326904297,626646.0,494994.0,124511.0,97629.0,4111
49,1614686443.8918006,overhead,0.001377105712890625,47973.0,38818.0,8584.0,7574.0,0
50,1614686446.4196162,forward,0.005971431732177734,322936.0,248290.0,58446.0,45946.0,0
51,1614686446.4255877,loss,0.0011954307556152344,54687.0,39917.0,9318.0,15560.0,0
52,1614686446.426783,backward,0.005758762359619141,322692.0,248107.0,61705.0,38740.0,0
53,1614686446.4325418,step,0.009457826614379883,454589.0,404846.0,97124.0,76561.0,3412
54,1614686446.4419997,overhead,0.0013189315795898438,99426.0,38513.0,9180.0,7757.0,0
55,1614686448.9357502,forward,0.007037639617919922,435850.0,264464.0,74312.0,52693.0,0
56,1614686448.942788,loss,0.0013687610626220703,54444.0,37781.0,10740.0,7634.0,0
57,1614686448.9441566,backward,0.006008625030517578,310180.0,228027.0,60129.0,45365.0,1724
58,1614686448.9501653,step,0.01012563705444336,512938.0,380736.0,102725.0,75230.0,0
59,1614686448.960291,overhead,0.0006995201110839844,52490.0,37048.0,11245.0,7574.0,0
60,1614686451.5682309,forward,0.005978584289550781,328612.0,218506.0,59839.0,44340.0,697
