,epoch,compute_time,train_loss,valid_loss
0,0.0,0.7073832670847575,0.45274866819381715,0.575035069669996
1,1.0,0.7031721591949462,0.30208043456077577,0.49678988116128103
2,2.0,0.6964818716049195,0.27666373252868653,0.48750278495606925
3,3.0,0.6994349598884583,0.26493321657180785,0.4830371680713835
4,4.0,0.700961192448934,0.2554250419139862,0.4786778205916995
5,5.0,0.6932419538497925,0.24945476055145263,0.4718048941521418
6,6.0,0.745929483572642,0.24583106637001037,0.4708013421013242
7,7.0,0.7008171319961548,0.237201726436615,0.46557416234697613
8,8.0,0.7040329058965047,0.2311064600944519,0.4703580765497117
9,9.0,0.7057547489802043,0.23027089834213257,0.45827960684185937
10,10.0,0.6980912804603576,0.21409446597099305,0.4570117479278928
11,11.0,0.696647063891093,0.20605522394180298,0.4545668164889018
12,12.0,0.7024325768152873,0.2027135968208313,0.4498463443347386
13,13.0,0.6990884621938069,0.19834036827087403,0.44723539976846605
14,14.0,0.708291232585907,0.19992136359214782,0.42896350508644465
15,15.0,0.7054749091466268,0.18871235251426696,0.39855500913801645
16,16.0,0.6883749087651571,0.18395452499389647,0.42286238216218497
17,17.0,0.6974377155303955,0.17469159960746766,0.39950141452607657
18,18.0,0.6964901248613994,0.17657379508018495,0.4111803202402024
19,19.0,0.6945231397946675,0.17097775936126708,0.39129363071350826
