,epoch,compute_time,train_loss,valid_loss
0,0.0,23.079838383197785,0.23896074891090394,0.2802844736949507
1,1.0,22.52927980820338,0.20501889586448668,0.412720199809017
2,2.0,22.546028506755828,0.17054688930511475,0.4270562687552119
3,3.0,22.504667389392853,0.16886215209960936,0.42049781242048884
4,4.0,22.4636789560318,0.16260440945625304,0.4832131166055978
5,5.0,22.490586133797965,0.1607278108596802,0.5660642198769443
6,6.0,22.4726588567098,0.16002947092056274,0.6178621362490826
7,7.0,22.502469472090404,0.13878893256187438,0.26770210912428705
8,8.0,22.54246155023575,0.16363688111305236,0.21560350670871964
9,9.0,22.47725357611974,0.14487439393997192,0.5488246277154211
10,10.0,22.474718618392945,0.14049722552299498,0.49935422819781017
11,11.0,22.463038182258607,0.12924851179122926,0.47450509200613183
12,12.0,22.491665887832642,0.15910108089447023,0.5566298336867826
13,13.0,22.4310737212499,0.13262369036674498,0.5757644040038786
14,14.0,22.516481026013693,0.11311505436897278,0.475766667400498
15,15.0,22.43613128264745,0.11868308782577515,0.38985407855137283
16,16.0,22.479714413483936,0.13499422669410704,0.3285144574670906
17,17.0,22.428205851713816,0.11907222867012024,0.4763930210147996
18,18.0,22.466651050249734,0.10761640667915344,0.36097715561648447
19,19.0,22.47697747548421,0.10194700956344604,0.6081947598112635
