,train_loss,valid_loss,test_loss
0,0.9301967442035675,0.9728679798898243,0.9812734961509705
1,0.9279017329216004,0.9665844639142355,0.9771192955970764
2,0.896755987405777,0.9259339684531802,0.9499462985992432
3,0.6893690347671508,0.622448308127267,0.7355894112586975
4,0.35006693601608274,0.5049207920119876,0.5992121315002441
5,0.289808064699173,0.5014243296214512,0.5560717916488648
6,0.35438300371170045,0.5573349538303557,0.5983035707473755
7,0.3287352204322815,0.49758976981753394,0.5370425271987915
8,0.33339054584503175,0.5023002851577032,0.5063807964324951
9,0.32924851179122927,0.49732968636921476,0.5091209936141968
10,0.3280550718307495,0.48815403949646724,0.48166987419128415
11,0.326921546459198,0.5023509973571414,0.48875755071640015
12,0.3100277781486511,0.5022652035667783,0.48778250455856326
13,0.32648721933364866,0.4743106251671201,0.4999191737174988
14,0.2854748249053955,0.49001394567035494,0.49686474323272706
15,0.2576888620853424,0.5005928760483151,0.4843917942047119
16,0.3369345963001251,0.47018139135269893,0.4481653118133545
17,0.30254467129707335,0.4962813797451201,0.48419105768203735
18,0.3201721668243408,0.49643626951036,0.495258686542511
19,0.28669982552528384,0.5001354841958909,0.47326996326446535
20,0.30068732500076295,0.5000217329888117,0.47580154657363893
21,0.281361973285675,0.4988268897646949,0.4721579194068909
22,0.24967398047447203,0.4984045567966643,0.4706122946739197
23,0.23300530314445494,0.4957092517898196,0.4704529547691345
24,0.3024637222290039,0.49043346302849905,0.5026752972602844
25,0.2608729898929596,0.49211803504398893,0.5023243761062622
26,0.30046752095222473,0.49797982828957693,0.5166370511054993
27,0.3023719131946564,0.49657656181426274,0.5166754174232483
28,0.31057355999946595,0.4911846830731347,0.46332000970840453
29,0.2958819091320038,0.49122131154650733,0.5026584935188293
30,0.2768657267093658,0.4905122717221578,0.51016925573349
31,0.2938158690929413,0.4894069802193415,0.4619959115982056
32,0.22552399039268495,0.4911093655086699,0.4722824430465698
33,0.22097328305244446,0.49688364778246197,0.49322555065155027
34,0.29726697206497193,0.49526041746139526,0.4800952219963074
35,0.27828905582427976,0.49497571729478385,0.48731151819229124
36,0.2862143278121948,0.4863665643192473,0.5047038841247559
37,0.2546591877937317,0.48998262484868366,0.5154187393188476
38,0.2736213386058807,0.4940901455425081,0.5095493197441101
39,0.24853681325912474,0.4901770807447888,0.5191211366653442
40,0.2181902527809143,0.48945900088264827,0.5494215965270997
41,0.21138573288917542,0.4884358048439026,0.5647309350967408
42,0.2729540169239044,0.48589872462408884,0.5504896664619445
43,0.2415452480316162,0.4830235100927807,0.5382572627067566
44,0.26537041664123534,0.4923390660967146,0.5879848527908326
45,0.23776865005493164,0.48806861752555486,0.5317625069618225
46,0.26048882603645324,0.4870764528002058,0.572737295627594
47,0.23865129947662353,0.5028158681733268,0.5903351163864136
48,0.22835811972618103,0.4916637625013079,0.5205539846420288
49,0.27069013118743895,0.47509747459774926,0.5124033546447754
50,0.24502237439155578,0.49756223814828054,0.578780779838562
51,0.21928077936172485,0.46086875597635907,0.5042976689338684
52,0.2792844414710999,0.4111869391940889,0.4297395968437195
53,0.2711034417152405,0.48673453217460994,0.4991937708854675
54,0.24346951842308046,0.4867716914131528,0.5494897437095642
55,0.22202542424201965,0.49260386398860384,0.5687722492218018
56,0.2393718659877777,0.4804384083974929,0.5349691915512085
57,0.22564622163772582,0.407687939348675,0.4786700820922852
58,0.2049232840538025,0.4811099200021653,0.5771437025070191
59,0.19788874983787536,0.48300157274518696,0.5982174015045166
60,0.234041827917099,0.4780231061435881,0.5619269609451294
61,0.20261473655700685,0.48772906973248437,0.5883819270133972
62,0.2509795606136322,0.4739779177166167,0.5365938878059388
63,0.219817054271698,0.4595549503962199,0.49604178190231324
64,0.26188945174217226,0.47888598271778654,0.5051102328300476
65,0.2337471902370453,0.48988465184257146,0.5777186942100525
66,0.2121856689453125,0.4799492813292004,0.5910799288749695
67,0.2288188397884369,0.4736840838477725,0.5825230431556702
68,0.19079607725143433,0.48086258910951163,0.5888339471817017
69,0.18753282427787782,0.46204105729148504,0.5297487592697143
70,0.23331263065338134,0.4722308913866679,0.5519230675697326
71,0.2286427676677704,0.48059117510205224,0.5898720240592956
72,0.2547615885734558,0.448213313307081,0.4727017283439636
73,0.22123014330863952,0.45569441999707905,0.5022763156890869
74,0.21861351728439332,0.4636383993285043,0.5309435367584229
75,0.20855687260627748,0.40863799764996483,0.4663695788383484
76,0.19195053577423096,0.46658956436883836,0.5849127221107483
77,0.18806489706039428,0.46918875262850807,0.6131205868721008
78,0.22647740244865416,0.47257994470142184,0.5999284625053406
79,0.20340524315834047,0.47079511767341975,0.5588675737380981
80,0.23394121527671813,0.47336251111257643,0.5447976922988892
81,0.20153553485870362,0.4614897852852231,0.5613881468772888
82,0.2289985477924347,0.4689073732921055,0.6069751739501953
83,0.21283019781112672,0.5082876256534031,0.6379181265830993
84,0.19926747679710388,0.45730176142283846,0.5310071754455566
85,0.2124041199684143,0.4253559226081485,0.4832457685470581
86,0.2146088182926178,0.4791865519114903,0.5700385999679566
87,0.2034907281398773,0.4401284342720395,0.4669322323799133
88,0.24333184957504272,0.4698576671736581,0.44394745349884035
89,0.24095551967620848,0.44767991701761883,0.49196693658828733
90,0.24021156430244445,0.46729518402190434,0.5501018404960633
91,0.20517627000808716,0.47368219069072176,0.5847576904296875
92,0.20931559801101685,0.4657922585805257,0.5559761500358582
93,0.20389103889465332,0.4376088494346255,0.5259890055656433
94,0.17110226750373841,0.4543817383902414,0.5863269281387329
95,0.17788934707641602,0.4821604632195972,0.5765913057327271
96,0.21794378757476807,0.476624207837241,0.559024670124054
97,0.19493498802185058,0.47898945921943303,0.5401938271522522
98,0.22190656065940856,0.4753244576000032,0.6001823115348816
99,0.18821999430656433,0.46757439204624723,0.5169661688804627
100,0.24046340584754944,0.4902265185401553,0.5498460268974305
101,0.22410166263580322,0.4870579413005284,0.5429096341133117
102,0.19509999752044677,0.46014611493973506,0.4957212829589844
103,0.2000150740146637,0.3900357711882818,0.4344958472251892
104,0.17762239575386046,0.4309137264887492,0.462221999168396
105,0.1778333842754364,0.45728042012169245,0.5011262440681458
106,0.20977903604507447,0.45096023309798466,0.46190069437026976
107,0.20652270317077637,0.4661310797645932,0.4783238577842712
108,0.2179524838924408,0.4605121442249843,0.4827486705780029
109,0.19750768542289734,0.467085824126289,0.45714821100234987
110,0.2200045645236969,0.40297731899079825,0.4297026610374451
111,0.2202076196670532,0.42115643478575204,0.4617380976676941
112,0.16953378319740295,0.47473234222048805,0.6231344985961914
113,0.1819506347179413,0.47010897170929683,0.5751233458518982
114,0.21715612411499025,0.4679526090621948,0.5608150959014893
115,0.1841742515563965,0.4622693884940374,0.5235608768463135
116,0.217976975440979,0.4366500349271865,0.4989056777954102
117,0.18712903261184693,0.4504954644611904,0.496354398727417
118,0.2370451271533966,0.5037712057431539,0.5542602205276489
119,0.2217281460762024,0.47057656730924335,0.531687650680542
120,0.1942568838596344,0.45904815196990967,0.550449366569519
121,0.19484994411468506,0.37395654689697994,0.4373322868347168
122,0.17190439105033875,0.3797707018398103,0.4123779273033142
123,0.17646255493164062,0.4616859157880147,0.5136589550971985
124,0.1944399356842041,0.4465457002321879,0.5017447543144226
125,0.2058600127696991,0.44350084520521615,0.48630480766296386
126,0.21467342376708984,0.4493801508631025,0.5233051705360413
127,0.1954050600528717,0.3992580601147243,0.4761941933631897
128,0.21028218865394593,0.42118762788318453,0.46808197736740115
129,0.1995449662208557,0.45033885751451763,0.4713589334487915
130,0.1504850924015045,0.4788360169955662,0.5251736617088318
131,0.18430880904197694,0.451000071707226,0.4632258343696594
132,0.19916824102401734,0.408639479251135,0.4481849980354309
133,0.18541356921195984,0.4445350766181946,0.46642509222030637
134,0.21457500457763673,0.3937625317346482,0.41497239351272586
135,0.18555563688278198,0.46768232470466975,0.5483356213569641
136,0.22949735522270204,0.4747494714600699,0.5307991313934326
137,0.20239156484603882,0.44909049499602544,0.4763673901557922
138,0.1749981999397278,0.41259184337797616,0.47430015087127686
139,0.17749690413475036,0.43919538032440913,0.45815081119537354
140,0.15830963850021362,0.43013203144073486,0.4560997009277344
141,0.15768176913261414,0.43923901943933397,0.46119174242019656
142,0.18159445524215698,0.39785508598600117,0.45143244743347166
143,0.2022783041000366,0.4673188158443996,0.5351269841194153
144,0.20310143232345582,0.47306093715486075,0.5572218537330628
