,epoch,compute_time,train_loss,valid_loss
0,0.0,0.7581272045771281,0.5589736819267273,0.6917319127491542
1,1.0,0.7583718021710714,0.3185113608837128,0.5083725111825126
2,2.0,0.7596313277880351,0.276048344373703,0.49647302570797147
3,3.0,0.7612394650777181,0.2623758137226105,0.5075382505144391
4,4.0,0.7597858428955078,0.25634110569953916,0.4967744918096633
5,5.0,0.7647721211115519,0.2505784809589386,0.5186154700460888
6,6.0,0.8218208988507588,0.24290453195571898,0.48434934445789884
7,7.0,0.7828599333763122,0.244779634475708,0.48594618978954496
8,8.0,0.7838148434956869,0.23644286394119263,0.478492470014663
9,9.0,0.7770306309064229,0.23211663961410522,0.4593171165103004
10,10.0,0.7827649633089702,0.233701890707016,0.4712130767958505
11,11.0,0.7645013133684794,0.2261623203754425,0.4571464430718195
12,12.0,0.7693222165107727,0.21560322046279906,0.44022428137915476
13,13.0,0.7646263162295024,0.2053691565990448,0.4278509702001299
14,14.0,0.7670549750328064,0.20143011808395386,0.4321734734943935
15,15.0,0.7696580171585083,0.19721069931983948,0.42777418522607713
16,16.0,0.7660664280255636,0.19283721446990967,0.42198712201345534
17,17.0,0.7641878843307495,0.1872599482536316,0.43027942521231516
18,18.0,0.7656433820724488,0.18486698865890502,0.4305409562020075
19,19.0,0.7696718335151672,0.18056116104125977,0.4328355079605466
