,experiment_name,proc,arch,count,python_version,device,model,MAC,params,n_epochs,batch_size,optimizer,test_perf,train_compute_time,test_compute_time,experiment_compute_time
0,Exp_kaggle_mateuszbuda_pruned,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,X86_64,8,3.7.9.final.0 (64 bit),cpu,unet_small,0.88 GMac,486.55 k,10,4,adam,63.483169998031066,75.97380804220835,0.13450305064519247,87.16719923814138
