,iter_loss
0,0.934919947385788
1,0.935931795835495
2,0.9462760508060455
3,0.9376168966293335
4,0.9364402592182159
5,0.9376654267311096
6,0.9413311779499054
7,0.9270963132381439
8,0.9296714842319489
9,0.9245035707950592
10,0.9281601846218109
11,0.944020801782608
12,0.9037909209728241
13,0.890492045879364
14,0.8339333057403564
15,0.8090154588222503
16,0.7870562553405762
17,0.8186877310276032
18,0.7442082405090332
19,0.8076593101024627
20,0.6709414005279541
21,0.6747412860393525
22,0.6700710892677307
23,0.6678183317184448
24,0.6685651123523713
25,0.6464343905448914
26,0.5815853536128998
27,0.6086665630340576
28,0.6019299566745758
29,0.5546089947223664
30,0.49329434633255004
31,0.512748908996582
32,0.524136608839035
33,0.5744348764419556
34,0.5288657546043396
35,0.4653379797935486
36,0.5322861313819885
37,0.5046711504459381
38,0.4042339622974396
39,0.3937865555286407
40,0.4847396969795227
41,0.4603148102760315
42,0.3297093451023102
43,0.37390002608299255
44,0.4174409985542297
45,0.34282087683677676
46,0.33814574480056764
47,0.30860852599143984
48,0.3695461094379425
49,0.34427040815353394
50,0.3920119345188141
51,0.3192464470863342
52,0.3341018080711365
53,0.3099419414997101
54,0.2692101955413818
55,0.3316085398197174
56,0.24937744140625
57,0.34305300116539
58,0.34378750920295714
59,0.32371395230293276
60,0.2796467185020447
61,0.307305109500885
62,0.27475951313972474
63,0.3750267684459686
64,0.2924554705619812
65,0.394345760345459
66,0.4152801275253296
67,0.35804433226585386
68,0.36229466199874877
69,0.29045882225036623
70,0.3056091606616974
71,0.21987309455871581
72,0.25402255058288575
73,0.3092277228832245
74,0.2900462090969086
75,0.3521276354789734
76,0.20675004720687867
77,0.3099269688129425
78,0.3135180711746216
79,0.338504695892334
80,0.2529683470726013
81,0.23739463090896606
82,0.33124675750732424
83,0.33131223320961
84,0.21426315903663634
85,0.3331554770469666
86,0.31905422210693357
87,0.2032041609287262
88,0.312603759765625
89,0.38915619254112244
90,0.3379486560821533
91,0.30881146192550657
92,0.25137885808944704
93,0.3085600197315216
94,0.3938808798789978
95,0.269577294588089
96,0.3199461340904236
97,0.23831713795661927
98,0.28590070009231566
99,0.3724782466888428
100,0.38911378383636475
101,0.2842875003814697
102,0.31125639081001283
103,0.2301128923892975
104,0.24364979863166808
105,0.2722698450088501
106,0.3362760603427887
107,0.30835574865341187
108,0.31017668843269347
109,0.25394299626350403
110,0.2966932713985443
111,0.35753865242004396
112,0.2616250395774841
113,0.21346004605293273
114,0.24827152490615845
115,0.2696609139442444
116,0.32115583419799804
117,0.24966302514076233
118,0.2535772144794464
119,0.38001046180725095
120,0.2771864593029022
121,0.20459859371185302
122,0.2263144373893738
123,0.32960237860679625
124,0.28179861307144166
125,0.22496497631072998
126,0.2486156105995178
127,0.33817543387413024
128,0.25705989003181456
129,0.258658355474472
130,0.2186919093132019
131,0.27471179366111753
132,0.3008355855941772
133,0.3417999505996704
134,0.2788407623767853
135,0.24582163095474244
136,0.26143345832824705
137,0.22640911340713502
138,0.2735234975814819
139,0.23225022554397584
140,0.27344608306884766
141,0.23668681979179382
142,0.2724789917469025
143,0.25992798805236816
144,0.26127551794052123
145,0.23633882999420167
146,0.35161840319633486
147,0.24984491467475892
148,0.3540874123573303
149,0.3556408226490021
150,0.3207920014858246
151,0.3249026000499725
152,0.2802413165569305
153,0.26111578941345215
154,0.19883455634117125
155,0.24127516746520997
156,0.2886991024017334
157,0.24968087077140808
158,0.3354577004909515
159,0.1876270055770874
160,0.3021965861320496
161,0.3125424265861511
162,0.3170902729034424
163,0.2366085946559906
164,0.21952624320983888
165,0.308528071641922
166,0.2952109396457672
167,0.19788189530372619
168,0.32763858437538146
169,0.3091621041297913
170,0.19015546441078185
171,0.2867847800254822
172,0.3566317558288574
173,0.32492407560348513
174,0.2906104147434235
175,0.23392001986503602
176,0.2725072205066681
177,0.3845337271690369
178,0.2632566213607788
179,0.29637227654457093
180,0.23142125010490416
181,0.26420375108718874
182,0.32883219718933104
183,0.3549171984195709
184,0.24924033880233765
185,0.28924027681350706
186,0.21490092873573302
187,0.22286052107810975
188,0.2609472692012787
189,0.34311218857765197
190,0.24250622987747192
191,0.28754895329475405
192,0.24060415029525756
193,0.2635595440864563
194,0.34139634370803834
195,0.23806507587432862
196,0.20291454195976258
197,0.24754742980003358
198,0.2412153422832489
199,0.30606821179389954
200,0.20157706141471862
201,0.2616923272609711
202,0.34436737298965453
203,0.264045912027359
204,0.20067341327667237
205,0.22108901739120485
206,0.3286774218082428
207,0.2578159809112549
208,0.2127275288105011
209,0.23748352527618408
210,0.30504671335220335
211,0.25915601253509524
212,0.2613609552383423
213,0.21302489638328553
214,0.25633195638656614
215,0.28005722165107727
216,0.3238260328769684
217,0.2676601052284241
218,0.24488494396209717
219,0.2461707830429077
220,0.21632080078125
221,0.2656991481781006
222,0.22637420892715454
223,0.24727494716644288
224,0.22431408166885375
225,0.26311299204826355
226,0.23320133686065675
227,0.24855555295944215
228,0.217186838388443
229,0.3491607666015625
230,0.21680886149406434
231,0.29625874757766724
232,0.34301143884658813
233,0.3075677454471588
234,0.28629220128059385
235,0.2548040270805359
236,0.24768012166023254
237,0.18424437046051026
238,0.2149372398853302
239,0.25264413356781007
240,0.23120745420455932
241,0.31194511651992796
242,0.17797324061393738
243,0.29358230233192445
244,0.3125941812992096
245,0.28669157028198244
246,0.23413793444633485
247,0.20763755440711976
248,0.30401217341423037
249,0.26262717247009276
250,0.19272392988204956
251,0.3037802278995514
252,0.2939459204673767
253,0.1807387113571167
254,0.25918838381767273
255,0.3383487582206726
256,0.32242807149887087
257,0.28340362906455996
258,0.2220494568347931
