,epoch,compute_time,train_loss,valid_loss
0,0.0,7.277224103609721,0.2981942296028137,0.5108476337932405
1,1.0,7.0828253904978435,0.27638869285583495,0.3962730736959548
2,2.0,6.978677554925283,0.2440076470375061,0.38883004302070256
3,3.0,6.97274432182312,0.24223852157592773,0.3911730618703933
4,4.0,6.959275996685028,0.21174396872520446,0.37275430985859465
5,5.0,6.958037233352661,0.21718704104423522,0.4733924865722656
6,6.0,6.96270622809728,0.21301424503326416,0.4088636352902367
7,7.0,6.951661157608032,0.20829328894615173,0.4543829475130354
8,8.0,6.992871010303498,0.19191749691963195,0.4490011107353937
9,9.0,6.953246363004049,0.18627828359603882,0.39608688013894217
10,10.0,6.9960177103678385,0.17264631390571594,0.4128041778291975
11,11.0,7.009451524416606,0.13208175897598268,0.45113286234083627
12,12.0,6.95656670331955,0.11954761743545532,0.32209772155398414
13,13.0,6.964836053053538,0.1133746325969696,0.4001973753883725
14,14.0,6.989569238821665,0.10262716412544251,0.328217727797372
15,15.0,6.9687623103459675,0.09429298043251037,0.3546135198502314
16,16.0,6.996574628353119,0.08624994158744811,0.3670556233042762
17,17.0,6.95650266011556,0.08306176662445068,0.3721804391770136
18,18.0,7.036481666564941,0.0833678662776947,0.38094095956711543
19,19.0,6.973777552445729,0.08176917433738709,0.3589246017592294
