,iter_loss
0,0.9345706582069397
1,0.9338210344314575
2,0.942370468378067
3,0.9272011637687683
4,0.9114415585994721
5,0.8945595681667328
6,0.8919507503509522
7,0.8088237166404724
8,0.6771122872829437
9,0.5141698241233825
10,0.49844769239425657
11,0.4744509220123291
12,0.3618420124053955
13,0.4036758720874786
14,0.25035146474838255
15,0.33801661133766175
16,0.42864983081817626
17,0.43896219730377195
18,0.30460746884346007
19,0.34729325771331787
20,0.24510622024536133
21,0.27489436268806455
22,0.30224242210388186
23,0.44420037865638734
24,0.3776719093322754
25,0.341458398103714
26,0.2734859108924866
27,0.3546392798423767
28,0.37207930684089663
29,0.30252874493598936
30,0.22297905683517455
31,0.29717726707458497
32,0.306080162525177
33,0.34539417624473573
34,0.3176365315914154
35,0.28384724259376526
36,0.4381908893585205
37,0.3410306632518768
38,0.21862627267837526
39,0.2457438290119171
40,0.35198141932487487
41,0.3010271072387695
42,0.24959375262260436
43,0.2816798686981201
44,0.3490536153316498
45,0.2774290919303894
46,0.2868043601512909
47,0.2259218990802765
48,0.33306640982627866
49,0.3256423234939575
50,0.36259822845458983
51,0.27874158024787904
52,0.2725879728794098
53,0.2807399332523346
54,0.23787633180618287
55,0.27913021445274355
56,0.25734115242958067
57,0.2930822432041168
58,0.2675807774066925
59,0.3218297243118286
60,0.27589349150657655
61,0.2832576334476471
62,0.2602250277996063
63,0.383662611246109
64,0.2527643024921417
65,0.3805628836154938
66,0.40585762858390806
67,0.3172403872013092
68,0.3472844362258911
69,0.2750758230686188
70,0.25897822380065916
71,0.19686975479125976
72,0.2486433207988739
73,0.28312435150146487
74,0.22484785318374634
75,0.35913002490997314
76,0.19673574566841126
77,0.3109159469604492
78,0.3059052169322968
79,0.33786808252334594
80,0.2484359323978424
81,0.22770673036575317
82,0.32861954569816587
83,0.2791778564453125
84,0.20318886637687683
85,0.3552744388580322
86,0.33707263469696047
87,0.20133113265037536
88,0.30885889530181887
89,0.3298966348171234
90,0.3461240351200104
91,0.28265644907951354
92,0.262042361497879
93,0.3116321325302124
94,0.40258638858795165
95,0.2543065309524536
96,0.28812623023986816
97,0.21641929745674132
98,0.2609603703022003
99,0.3320851445198059
100,0.39922739267349244
101,0.24606460332870483
102,0.2951463282108307
103,0.20801438689231871
104,0.21223006248474122
105,0.22994351387023926
106,0.32839944362640383
107,0.24793599247932435
108,0.2910561442375183
109,0.23772342205047609
110,0.2981498122215271
111,0.3130217850208282
112,0.22915101647377015
113,0.18219825625419617
114,0.23977160453796387
115,0.24405739307403565
116,0.28767670392990113
117,0.20586705803871155
118,0.22976412773132324
119,0.3620989739894867
120,0.35501121282577514
121,0.2127046763896942
122,0.22970663905143737
123,0.33236318826675415
124,0.2546252727508545
125,0.2135523021221161
126,0.24948879480361938
